LATITUDE,LONGITUDE,TIME,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE
43.702245,-79.49909,1156,Clear,Daylight,Dry,SMV Other
43.702245,-79.49909,1156,Clear,Daylight,Dry,SMV Other
43.633345,-79.43459,538,Clear,Daylight,Dry,Angle
43.633345,-79.43459,538,Clear,Daylight,Dry,Angle
43.633345,-79.43459,538,Clear,Daylight,Dry,Angle
43.633345,-79.43459,538,Clear,Daylight,Dry,Angle
43.633345,-79.43459,538,Clear,Daylight,Dry,Angle
43.633345,-79.43459,538,Clear,Daylight,Dry,Angle
43.742945,-79.60009,1284,Clear,Dark,Dry,Pedestrian Collisions
43.742945,-79.60009,1284,Clear,Dark,Dry,Pedestrian Collisions
43.644045,-79.37579,356,Clear,Daylight,Dry,Angle
43.644045,-79.37579,356,Clear,Daylight,Dry,Angle
43.644045,-79.37579,356,Clear,Daylight,Dry,Angle
43.709145,-79.56549,880,Clear,Daylight,Dry,Pedestrian Collisions
43.709145,-79.56549,880,Clear,Daylight,Dry,Pedestrian Collisions
43.707845,-79.39279,581,Clear,Daylight,Dry,Pedestrian Collisions
43.707845,-79.39279,581,Clear,Daylight,Dry,Pedestrian Collisions
43.646445,-79.40379,93,Clear,Dark,Dry,Turning Movement
43.646445,-79.40379,93,Clear,Dark,Dry,Turning Movement
43.646445,-79.40379,93,Clear,Dark,Dry,Turning Movement
43.656645,-79.36629,805,Clear,Daylight,Dry,Cyclist Collisions
43.656645,-79.36629,805,Clear,Daylight,Dry,Cyclist Collisions
43.780045,-79.41399,1075,Clear,Daylight,Dry,Pedestrian Collisions
43.780045,-79.41399,1075,Clear,Daylight,Dry,Pedestrian Collisions
43.780045,-79.41399,1075,Clear,Daylight,Dry,Pedestrian Collisions
43.685645,-79.31279,135,Clear,Dark,Dry,Cyclist Collisions
43.685645,-79.31279,135,Clear,Dark,Dry,Cyclist Collisions
43.668845,-79.39369,1265,Clear,"Dusk, artificial",Dry,Cyclist Collisions
43.668845,-79.39369,1265,Clear,"Dusk, artificial",Dry,Cyclist Collisions
43.668845,-79.39369,1265,Clear,"Dusk, artificial",Dry,Cyclist Collisions
43.709345,-79.29289,1330,Clear,Dark,Dry,Cyclist Collisions
43.709345,-79.29289,1330,Clear,Dark,Dry,Cyclist Collisions
43.709345,-79.29289,1330,Clear,Dark,Dry,Cyclist Collisions
43.718845,-79.60229,1388,Clear,Dark,Dry,SMV Other
43.718845,-79.60229,1388,Clear,Dark,Dry,SMV Other
43.718845,-79.60229,1388,Clear,Dark,Dry,SMV Other
43.601245,-79.50299,728,Clear,Daylight,Dry,Pedestrian Collisions
43.601245,-79.50299,728,Clear,Daylight,Dry,Pedestrian Collisions
43.601245,-79.50299,728,Clear,Daylight,Dry,Pedestrian Collisions
43.752645,-79.45189,1020,Clear,Daylight,Dry,Pedestrian Collisions
43.752645,-79.45189,1020,Clear,Daylight,Dry,Pedestrian Collisions
43.701345,-79.42379,1248,Clear,Dark,Dry,Approaching
43.701345,-79.42379,1248,Clear,Dark,Dry,Approaching
43.701345,-79.42379,1248,Clear,Dark,Dry,Approaching
43.701345,-79.42379,1248,Clear,Dark,Dry,Approaching
43.722245,-79.30709,1255,Clear,Dark,Dry,SMV Unattended Vehicle
43.722245,-79.30709,1255,Clear,Dark,Dry,SMV Unattended Vehicle
43.722245,-79.30709,1255,Clear,Dark,Dry,SMV Unattended Vehicle
43.722245,-79.30709,1255,Clear,Dark,Dry,SMV Unattended Vehicle
43.722245,-79.30709,1255,Clear,Dark,Dry,SMV Unattended Vehicle
43.722245,-79.30709,1255,Clear,Dark,Dry,SMV Unattended Vehicle
43.685645,-79.31279,480,Clear,Daylight,Dry,Pedestrian Collisions
43.685645,-79.31279,480,Clear,Daylight,Dry,Pedestrian Collisions
43.685645,-79.31279,480,Clear,Daylight,Dry,Pedestrian Collisions
43.646545,-79.38299,530,Clear,Daylight,Dry,Cyclist Collisions
43.646545,-79.38299,530,Clear,Daylight,Dry,Cyclist Collisions
43.655145,-79.38849,1330,Clear,Dark,Dry,Pedestrian Collisions
43.655145,-79.38849,1330,Clear,Dark,Dry,Pedestrian Collisions
43.639945,-79.43989,190,Clear,Dark,Dry,Cyclist Collisions
43.639945,-79.43989,190,Clear,Dark,Dry,Cyclist Collisions
43.639945,-79.43989,190,Clear,Dark,Dry,Cyclist Collisions
43.604545,-79.51959,1100,Clear,Daylight,Dry,SMV Other
43.686645,-79.34779,746,Clear,Daylight,Dry,Cyclist Collisions
43.686645,-79.34779,746,Clear,Daylight,Dry,Cyclist Collisions
43.648146,-79.354793,1049,Clear,Daylight,Dry,SMV Other
43.648146,-79.354793,1049,Clear,Daylight,Dry,SMV Other
43.667245,-79.54469,1240,Clear,Dusk,Dry,Other
43.717445,-79.52399,1020,Rain,Daylight,Wet,Pedestrian Collisions
43.717445,-79.52399,1020,Rain,Daylight,Wet,Pedestrian Collisions
43.670545,-79.38979,745,Clear,Daylight,Dry,Pedestrian Collisions
43.670545,-79.38979,745,Clear,Daylight,Dry,Pedestrian Collisions
43.656145,-79.39049,1247,Clear,Dark,Dry,Pedestrian Collisions
43.656145,-79.39049,1247,Clear,Dark,Dry,Pedestrian Collisions
43.761045,-79.49999,310,Clear,"Dawn, artificial",Dry,Pedestrian Collisions
43.761045,-79.49999,310,Clear,"Dawn, artificial",Dry,Pedestrian Collisions
43.761045,-79.49999,310,Clear,"Dawn, artificial",Dry,Pedestrian Collisions
43.761045,-79.49999,310,Clear,"Dawn, artificial",Dry,Pedestrian Collisions
43.761045,-79.49999,310,Clear,"Dawn, artificial",Dry,Pedestrian Collisions
43.772845,-79.44819,697,Clear,Daylight,Dry,Pedestrian Collisions
43.772845,-79.44819,697,Clear,Daylight,Dry,Pedestrian Collisions
43.768745,-79.35689,735,Clear,Daylight,Dry,Cyclist Collisions
43.768745,-79.35689,735,Clear,Daylight,Dry,Cyclist Collisions
43.750745,-79.49259,1090,Rain,Daylight,Wet,Pedestrian Collisions
43.750745,-79.49259,1090,Rain,Daylight,Wet,Pedestrian Collisions
43.673945,-79.45729,700,Clear,Daylight,Dry,Turning Movement
43.673945,-79.45729,700,Clear,Daylight,Dry,Turning Movement
43.673945,-79.45729,700,Clear,Daylight,Dry,Turning Movement
43.673945,-79.45729,700,Clear,Daylight,Dry,Turning Movement
43.681945,-79.31129,110,Rain,Dark,Wet,Pedestrian Collisions
43.681945,-79.31129,110,Rain,Dark,Wet,Pedestrian Collisions
43.681945,-79.31129,110,Rain,Dark,Wet,Pedestrian Collisions
43.681945,-79.31129,110,Rain,Dark,Wet,Pedestrian Collisions
43.681945,-79.31129,110,Rain,Dark,Wet,Pedestrian Collisions
43.713345,-79.55969,624,Rain,Daylight,Wet,Turning Movement
43.713345,-79.55969,624,Rain,Daylight,Wet,Turning Movement
43.713345,-79.55969,624,Rain,Daylight,Wet,Turning Movement
43.713345,-79.55969,624,Rain,Daylight,Wet,Turning Movement
43.712345,-79.42809,1120,Clear,Daylight,Dry,Pedestrian Collisions
43.712345,-79.42809,1120,Clear,Daylight,Dry,Pedestrian Collisions
43.672145,-79.59329,382,Clear,Daylight,Dry,Turning Movement
43.672145,-79.59329,382,Clear,Daylight,Dry,Turning Movement
43.661345,-79.38179,1155,Clear,Daylight,Dry,Cyclist Collisions
43.661345,-79.38179,1155,Clear,Daylight,Dry,Cyclist Collisions
43.661345,-79.38179,1155,Clear,Daylight,Dry,Cyclist Collisions
43.686245,-79.39329,1370,Clear,Dark,Dry,Pedestrian Collisions
43.686245,-79.39329,1370,Clear,Dark,Dry,Pedestrian Collisions
43.676745,-79.41579,1334,Clear,Dark,Dry,Cyclist Collisions
43.763345,-79.52119,1438,Clear,Dark,Dry,SMV Other
43.763345,-79.52119,1438,Clear,Dark,Dry,SMV Other
43.763345,-79.52119,1438,Clear,Dark,Dry,SMV Other
43.763345,-79.52119,1438,Clear,Dark,Dry,SMV Other
43.763345,-79.52119,1438,Clear,Dark,Dry,SMV Other
43.749445,-79.27489,350,Clear,"Dusk, artificial",Dry,SMV Other
43.749445,-79.27489,350,Clear,"Dusk, artificial",Dry,SMV Other
43.749445,-79.27489,350,Clear,"Dusk, artificial",Dry,SMV Other
43.749445,-79.27489,350,Clear,"Dusk, artificial",Dry,SMV Other
43.749445,-79.27489,350,Clear,"Dusk, artificial",Dry,SMV Other
43.682345,-79.52659,975,Clear,Daylight,Other,Turning Movement
43.682345,-79.52659,975,Clear,Daylight,Other,Turning Movement
43.682345,-79.52659,975,Clear,Daylight,Other,Turning Movement
43.682345,-79.52659,975,Clear,Daylight,Other,Turning Movement
43.682345,-79.52659,975,Clear,Daylight,Other,Turning Movement
43.682345,-79.52659,975,Clear,Daylight,Other,Turning Movement
43.752445,-79.40809,1309,Clear,Dark,Dry,Turning Movement
43.752445,-79.40809,1309,Clear,Dark,Dry,Turning Movement
43.752445,-79.40809,1309,Clear,Dark,Dry,Turning Movement
43.752445,-79.40809,1309,Clear,Dark,Dry,Turning Movement
43.752445,-79.40809,1309,Clear,Dark,Dry,Turning Movement
43.671645,-79.36609,1408,Clear,Dark,Dry,SMV Other
43.738845,-79.23839,723,Clear,Daylight,Dry,Turning Movement
43.738845,-79.23839,723,Clear,Daylight,Dry,Turning Movement
43.738845,-79.23839,723,Clear,Daylight,Dry,Turning Movement
43.738845,-79.23839,723,Clear,Daylight,Dry,Turning Movement
43.738845,-79.23839,723,Clear,Daylight,Dry,Turning Movement
43.669945,-79.31119,454,Clear,Daylight,Dry,Pedestrian Collisions
43.669945,-79.31119,454,Clear,Daylight,Dry,Pedestrian Collisions
43.680245,-79.43249,1095,Rain,Daylight,Wet,Pedestrian Collisions
43.680245,-79.43249,1095,Rain,Daylight,Wet,Pedestrian Collisions
43.680245,-79.43249,1095,Rain,Daylight,Wet,Pedestrian Collisions
43.804745,-79.27669,1015,Clear,Daylight,Dry,SMV Other
43.705545,-79.43839,70,Clear,Dark,Dry,SMV Other
43.705545,-79.43839,70,Clear,Dark,Dry,SMV Other
43.695245,-79.42319,727,Clear,Daylight,Dry,Approaching
43.695245,-79.42319,727,Clear,Daylight,Dry,Approaching
43.695245,-79.42319,727,Clear,Daylight,Dry,Approaching
43.678945,-79.55169,890,Clear,Daylight,Dry,Angle
43.678945,-79.55169,890,Clear,Daylight,Dry,Angle
43.678945,-79.55169,890,Clear,Daylight,Dry,Angle
43.764045,-79.20559,700,Rain,Daylight,Wet,Turning Movement
43.764045,-79.20559,700,Rain,Daylight,Wet,Turning Movement
43.764045,-79.20559,700,Rain,Daylight,Wet,Turning Movement
43.764045,-79.20559,700,Rain,Daylight,Wet,Turning Movement
43.764045,-79.20559,700,Rain,Daylight,Wet,Turning Movement
43.732145,-79.27859,940,Clear,Daylight,Dry,Rear End
43.811343,-79.250491,816,Clear,Daylight,Dry,SMV Other
43.697845,-79.34959,1285,Clear,Dark,Dry,Pedestrian Collisions
43.697845,-79.34959,1285,Clear,Dark,Dry,Pedestrian Collisions
43.801245,-79.29659,365,Rain,Dark,Wet,Angle
43.697845,-79.34959,1285,Clear,Dark,Dry,Pedestrian Collisions
43.730945,-79.59939,915,Clear,Daylight,Dry,Pedestrian Collisions
43.730945,-79.59939,915,Clear,Daylight,Dry,Pedestrian Collisions
43.730945,-79.59939,915,Clear,Daylight,Dry,Pedestrian Collisions
43.617945,-79.52489,102,Rain,Dark,Wet,SMV Other
43.804145,-79.33069,400,Clear,Dark,Wet,Pedestrian Collisions
43.804145,-79.33069,400,Clear,Dark,Wet,Pedestrian Collisions
43.683745,-79.30109,1150,Rain,Dark,Wet,Pedestrian Collisions
43.683745,-79.30109,1150,Rain,Dark,Wet,Pedestrian Collisions
43.755345,-79.20089,1230,Rain,Dark,Wet,Pedestrian Collisions
43.755345,-79.20089,1230,Rain,Dark,Wet,Pedestrian Collisions
43.755345,-79.20089,1230,Rain,Dark,Wet,Pedestrian Collisions
43.683245,-79.36189,216,Clear,Dark,Dry,SMV Other
43.683245,-79.36189,216,Clear,Dark,Dry,SMV Other
43.683245,-79.36189,216,Clear,Dark,Dry,SMV Other
43.683245,-79.36189,216,Clear,Dark,Dry,SMV Other
43.701845,-79.33679,898,Rain,Daylight,Slush,Approaching
43.701845,-79.33679,898,Rain,Daylight,Slush,Approaching
43.701845,-79.33679,898,Rain,Daylight,Slush,Approaching
43.701845,-79.33679,898,Rain,Daylight,Slush,Approaching
43.700645,-79.60769,1035,Freezing Rain,Dark,Slush,Approaching
43.700645,-79.60769,1035,Freezing Rain,Dark,Slush,Approaching
43.700645,-79.60769,1035,Freezing Rain,Dark,Slush,Approaching
43.700645,-79.60769,1035,Freezing Rain,Dark,Slush,Approaching
43.723945,-79.61529,913,Clear,Daylight,Slush,Approaching
43.723945,-79.61529,913,Clear,Daylight,Slush,Approaching
43.723945,-79.61529,913,Clear,Daylight,Slush,Approaching
43.723945,-79.61529,913,Clear,Daylight,Slush,Approaching
43.723945,-79.61529,913,Clear,Daylight,Slush,Approaching
43.697045,-79.54669,1055,Clear,Dark,Dry,Turning Movement
43.697045,-79.54669,1055,Clear,Dark,Dry,Turning Movement
43.697045,-79.54669,1055,Clear,Dark,Dry,Turning Movement
43.679545,-79.46539,1071,Clear,Dark,Wet,Pedestrian Collisions
43.679545,-79.46539,1071,Clear,Dark,Wet,Pedestrian Collisions
43.707145,-79.39619,959,Snow,Daylight,Packed Snow,Pedestrian Collisions
43.707145,-79.39619,959,Snow,Daylight,Packed Snow,Pedestrian Collisions
43.707145,-79.39619,959,Snow,Daylight,Packed Snow,Pedestrian Collisions
43.747045,-79.38899,425,Clear,Daylight,Dry,Angle
43.747045,-79.38899,425,Clear,Daylight,Dry,Angle
43.747045,-79.38899,425,Clear,Daylight,Dry,Angle
43.717945,-79.39369,532,Clear,Daylight,Dry,SMV Other
43.717945,-79.39369,532,Clear,Daylight,Dry,SMV Other
43.717945,-79.39369,532,Clear,Daylight,Dry,SMV Other
43.715745,-79.53159,430,Clear,Dark,Dry,Pedestrian Collisions
43.715745,-79.53159,430,Clear,Dark,Dry,Pedestrian Collisions
43.638945,-79.42739,811,Clear,Daylight,Dry,Pedestrian Collisions
43.638945,-79.42739,811,Clear,Daylight,Dry,Pedestrian Collisions
43.638945,-79.42739,811,Clear,Daylight,Dry,Pedestrian Collisions
43.734545,-79.25809,1085,Clear,Dark,Wet,Turning Movement
43.734545,-79.25809,1085,Clear,Dark,Wet,Turning Movement
43.734545,-79.25809,1085,Clear,Dark,Wet,Turning Movement
43.734545,-79.25809,1085,Clear,Dark,Wet,Turning Movement
43.734545,-79.25809,1085,Clear,Dark,Wet,Turning Movement
43.660045,-79.34449,512,Clear,Daylight,Wet,Pedestrian Collisions
43.660045,-79.34449,512,Clear,Daylight,Wet,Pedestrian Collisions
43.660045,-79.34449,512,Clear,Daylight,Wet,Pedestrian Collisions
43.660045,-79.34449,512,Clear,Daylight,Wet,Pedestrian Collisions
43.676845,-79.47129,842,Clear,Daylight,Wet,SMV Other
43.676845,-79.47129,842,Clear,Daylight,Wet,SMV Other
43.676845,-79.47129,842,Clear,Daylight,Wet,SMV Other
43.713645,-79.55499,1365,Clear,Daylight,Dry,Turning Movement
43.713645,-79.55499,1365,Clear,Daylight,Dry,Turning Movement
43.713645,-79.55499,1365,Clear,Daylight,Dry,Turning Movement
43.668445,-79.43899,662,Clear,Daylight,Dry,Pedestrian Collisions
43.640545,-79.42799,975,Clear,Daylight,Dry,Pedestrian Collisions
43.668445,-79.43899,662,Clear,Daylight,Dry,Pedestrian Collisions
43.668445,-79.43899,662,Clear,Daylight,Dry,Pedestrian Collisions
43.708145,-79.26859,875,Clear,Daylight,Dry,Pedestrian Collisions
43.708145,-79.26859,875,Clear,Daylight,Dry,Pedestrian Collisions
43.708145,-79.26859,875,Clear,Daylight,Dry,Pedestrian Collisions
43.809145,-79.22169,1082,Snow,Dark,Wet,Pedestrian Collisions
43.774545,-79.25219,397,Clear,Dawn,Dry,Pedestrian Collisions
43.809145,-79.22169,1082,Snow,Dark,Wet,Pedestrian Collisions
43.686845,-79.36029,1155,Snow,Dark,Ice,SMV Other
43.628945,-79.55489,612,Clear,Daylight,Dry,Turning Movement
43.628945,-79.55489,612,Clear,Daylight,Dry,Turning Movement
43.628945,-79.55489,612,Clear,Daylight,Dry,Turning Movement
43.766845,-79.46649,835,Clear,Daylight,Dry,Turning Movement
43.766845,-79.46649,835,Clear,Daylight,Dry,Turning Movement
43.766845,-79.46649,835,Clear,Daylight,Dry,Turning Movement
43.685645,-79.31279,680,Clear,Daylight,Dry,Pedestrian Collisions
43.685645,-79.31279,680,Clear,Daylight,Dry,Pedestrian Collisions
43.698445,-79.46349,323,Clear,Dark,Dry,Angle
43.698445,-79.46349,323,Clear,Dark,Dry,Angle
43.698445,-79.46349,323,Clear,Dark,Dry,Angle
43.698445,-79.46349,323,Clear,Dark,Dry,Angle
43.698445,-79.46349,323,Clear,Dark,Dry,Angle
43.698445,-79.46349,323,Clear,Dark,Dry,Angle
43.778746,-79.307887,4,Clear,Dark,Dry,Turning Movement
43.732145,-79.27859,940,Clear,Daylight,Dry,Rear End
43.666345,-79.46489,730,Clear,Daylight,Dry,Angle
43.718645,-79.35039,1217,Clear,Dark,Dry,Turning Movement
43.671545,-79.39029,950,Clear,Daylight,Dry,Turning Movement
43.640545,-79.42799,975,Clear,Daylight,Dry,Pedestrian Collisions
43.801245,-79.29659,365,Rain,Dark,Wet,Angle
43.763445,-79.25889,1107,Clear,Daylight,Dry,Approaching
43.661445,-79.40069,1245,Clear,Dark,Dry,Cyclist Collisions
43.718645,-79.35039,1217,Clear,Dark,Dry,Turning Movement
43.636145,-79.47449,415,Clear,Dark,Slush,Turning Movement
43.669045,-79.59139,1135,Clear,Dark,Dry,Cyclist Collisions
43.666345,-79.46489,730,Clear,Daylight,Dry,Angle
43.666345,-79.46489,730,Clear,Daylight,Dry,Angle
43.774545,-79.25219,397,Clear,Dawn,Dry,Pedestrian Collisions
43.763445,-79.25889,1107,Clear,Daylight,Dry,Approaching
43.636145,-79.47449,415,Clear,Dark,Slush,Turning Movement
43.653545,-79.36359,60,Clear,Dark,Dry,Angle
43.718645,-79.35039,1217,Clear,Dark,Dry,Turning Movement
43.669045,-79.59139,1135,Clear,Dark,Dry,Cyclist Collisions
43.661445,-79.40069,1245,Clear,Dark,Dry,Cyclist Collisions
43.666345,-79.46489,730,Clear,Daylight,Dry,Angle
43.718645,-79.35039,1217,Clear,Dark,Dry,Turning Movement
43.763445,-79.25889,1107,Clear,Daylight,Dry,Approaching
43.653545,-79.43299,1262,Clear,Dark,Dry,Rear End
43.774545,-79.25219,397,Clear,Dawn,Dry,Pedestrian Collisions
43.653545,-79.36359,60,Clear,Dark,Dry,Angle
43.772445,-79.37729,495,Clear,Daylight,Dry,Pedestrian Collisions
43.653545,-79.43299,1262,Clear,Dark,Dry,Rear End
43.718645,-79.35039,1217,Clear,Dark,Dry,Turning Movement
43.653545,-79.36359,60,Clear,Dark,Dry,Angle
43.718645,-79.35039,1217,Clear,Dark,Dry,Turning Movement
43.636145,-79.47449,415,Clear,Dark,Slush,Turning Movement
43.653545,-79.43299,1262,Clear,Dark,Dry,Rear End
43.772445,-79.37729,495,Clear,Daylight,Dry,Pedestrian Collisions
43.774545,-79.25219,397,Clear,Dawn,Dry,Pedestrian Collisions
43.763445,-79.25889,1107,Clear,Daylight,Dry,Approaching
43.666345,-79.46489,730,Clear,Daylight,Dry,Angle
43.630645,-79.42739,480,Clear,Daylight,Loose Snow,SMV Other
43.742345,-79.24749,905,Clear,Daylight,Dry,SMV Other
43.746245,-79.56859,832,Clear,Daylight,Dry,Turning Movement
43.653545,-79.36359,60,Clear,Dark,Dry,Angle
43.772445,-79.37729,495,Clear,Daylight,Dry,Pedestrian Collisions
43.726745,-79.55209,1345,Clear,Dark,Dry,Rear End
43.772445,-79.37729,495,Clear,Daylight,Dry,Pedestrian Collisions
43.746245,-79.56859,832,Clear,Daylight,Dry,Turning Movement
43.726745,-79.55209,1345,Clear,Dark,Dry,Rear End
43.772445,-79.37729,495,Clear,Daylight,Dry,Pedestrian Collisions
43.680645,-79.31109,15,Rain,Dark,Wet,Pedestrian Collisions
43.630645,-79.42739,480,Clear,Daylight,Loose Snow,SMV Other
43.763445,-79.25889,1107,Clear,Daylight,Dry,Approaching
43.715945,-79.35349,989,Clear,Daylight,Dry,Cyclist Collisions
43.824745,-79.19059,1296,Clear,Dark,Dry,SMV Other
43.616445,-79.53369,1142,Clear,Dark,Dry,Sideswipe
43.690245,-79.29269,1156,Clear,Dark,Dry,Pedestrian Collisions
43.726745,-79.55209,1345,Clear,Dark,Dry,Rear End
43.772445,-79.37729,495,Clear,Daylight,Dry,Pedestrian Collisions
43.680645,-79.31109,15,Rain,Dark,Wet,Pedestrian Collisions
43.715945,-79.35349,989,Clear,Daylight,Dry,Cyclist Collisions
43.690245,-79.29269,1156,Clear,Dark,Dry,Pedestrian Collisions
43.616445,-79.53369,1142,Clear,Dark,Dry,Sideswipe
43.746245,-79.56859,832,Clear,Daylight,Dry,Turning Movement
43.763445,-79.25889,1107,Clear,Daylight,Dry,Approaching
43.726745,-79.55209,1345,Clear,Dark,Dry,Rear End
43.715945,-79.35349,989,Clear,Daylight,Dry,Cyclist Collisions
43.717445,-79.52409,835,Clear,Daylight,Dry,Turning Movement
43.746245,-79.56859,832,Clear,Daylight,Dry,Turning Movement
43.798045,-79.33359,920,Clear,Daylight,Dry,Pedestrian Collisions
43.634345,-79.43769,1328,Rain,Dark,Wet,Pedestrian Collisions
43.763445,-79.25889,1107,Clear,Daylight,Dry,Approaching
43.726745,-79.55209,1345,Clear,Dark,Dry,Rear End
43.680645,-79.31109,15,Rain,Dark,Wet,Pedestrian Collisions
43.690245,-79.29269,1156,Clear,Dark,Dry,Pedestrian Collisions
43.734845,-79.44599,884,Clear,Daylight,Dry,Rear End
43.717445,-79.52409,835,Clear,Daylight,Dry,Turning Movement
43.793945,-79.35249,569,Clear,Daylight,Dry,Pedestrian Collisions
43.746245,-79.56859,832,Clear,Daylight,Dry,Turning Movement
43.827245,-79.29169,855,Clear,Daylight,Dry,Pedestrian Collisions
43.726745,-79.55209,1345,Clear,Dark,Dry,Rear End
43.827245,-79.29169,855,Clear,Daylight,Dry,Pedestrian Collisions
43.727645,-79.34089,780,Clear,Daylight,Dry,Turning Movement
43.717445,-79.52409,835,Clear,Daylight,Dry,Turning Movement
43.793945,-79.35249,569,Clear,Daylight,Dry,Pedestrian Collisions
43.746245,-79.56859,832,Clear,Daylight,Dry,Turning Movement
43.734845,-79.44599,884,Clear,Daylight,Dry,Rear End
43.717445,-79.52409,835,Clear,Daylight,Dry,Turning Movement
43.746245,-79.56859,832,Clear,Daylight,Dry,Turning Movement
43.634345,-79.43769,1328,Rain,Dark,Wet,Pedestrian Collisions
43.798045,-79.33359,920,Clear,Daylight,Dry,Pedestrian Collisions
43.662345,-79.42579,1054,Clear,Daylight,Dry,Pedestrian Collisions
43.727645,-79.34089,780,Clear,Daylight,Dry,Turning Movement
43.734845,-79.44599,884,Clear,Daylight,Dry,Rear End
43.813045,-79.31319,820,Clear,Daylight,Dry,Pedestrian Collisions
43.798045,-79.33359,920,Clear,Daylight,Dry,Pedestrian Collisions
43.662345,-79.42579,1054,Clear,Daylight,Dry,Pedestrian Collisions
43.699645,-79.33769,866,Snow,Daylight,Loose Snow,Approaching
43.727645,-79.34089,780,Clear,Daylight,Dry,Turning Movement
43.734845,-79.44599,884,Clear,Daylight,Dry,Rear End
43.688345,-79.48289,1179,Clear,Dark,Dry,Turning Movement
43.645645,-79.36989,1162,Clear,Dark,Dry,Pedestrian Collisions
43.634345,-79.43769,1328,Rain,Dark,Wet,Pedestrian Collisions
43.667145,-79.49179,1275,Clear,Dark,Dry,Angle
43.688345,-79.48289,1179,Clear,Dark,Dry,Turning Movement
43.727645,-79.34089,780,Clear,Daylight,Dry,Turning Movement
43.813045,-79.31319,820,Clear,Daylight,Dry,Pedestrian Collisions
43.634345,-79.43769,1328,Rain,Dark,Wet,Pedestrian Collisions
43.667145,-79.49179,1275,Clear,Dark,Dry,Angle
43.654545,-79.36949,145,Clear,Dark,Dry,Pedestrian Collisions
43.782069,-79.416087,470,Clear,Daylight,Dry,Pedestrian Collisions
43.734845,-79.44599,884,Clear,Daylight,Dry,Rear End
43.662345,-79.42579,1054,Clear,Daylight,Dry,Pedestrian Collisions
43.699645,-79.33769,866,Snow,Daylight,Loose Snow,Approaching
43.645645,-79.36989,1162,Clear,Dark,Dry,Pedestrian Collisions
43.634345,-79.43769,1328,Rain,Dark,Wet,Pedestrian Collisions
43.667145,-79.49179,1275,Clear,Dark,Dry,Angle
43.654545,-79.36949,145,Clear,Dark,Dry,Pedestrian Collisions
43.813045,-79.31319,820,Clear,Daylight,Dry,Pedestrian Collisions
43.652245,-79.37639,1335,Rain,Dark,Wet,Pedestrian Collisions
43.736645,-79.24809,1145,Clear,Daylight,Dry,Angle
43.734845,-79.44599,884,Clear,Daylight,Dry,Rear End
43.634345,-79.43769,1328,Rain,Dark,Wet,Pedestrian Collisions
43.667145,-79.49179,1275,Clear,Dark,Dry,Angle
43.699645,-79.33769,866,Snow,Daylight,Loose Snow,Approaching
43.645645,-79.36989,1162,Clear,Dark,Dry,Pedestrian Collisions
43.736645,-79.24809,1145,Clear,Daylight,Dry,Angle
43.734845,-79.44599,884,Clear,Daylight,Dry,Rear End
43.658345,-79.33899,910,Clear,Daylight,Dry,Pedestrian Collisions
43.652245,-79.37639,1335,Rain,Dark,Wet,Pedestrian Collisions
43.782069,-79.416087,470,Clear,Daylight,Dry,Pedestrian Collisions
43.645645,-79.36989,1162,Clear,Dark,Dry,Pedestrian Collisions
43.652245,-79.37639,1335,Rain,Dark,Wet,Pedestrian Collisions
43.782069,-79.416087,470,Clear,Daylight,Dry,Pedestrian Collisions
43.813045,-79.31319,820,Clear,Daylight,Dry,Pedestrian Collisions
43.736645,-79.24809,1145,Clear,Daylight,Dry,Angle
43.680445,-79.39099,1280,Clear,Dark,Dry,Pedestrian Collisions
43.658345,-79.33899,910,Clear,Daylight,Dry,Pedestrian Collisions
43.699645,-79.33769,866,Snow,Daylight,Loose Snow,Approaching
43.634345,-79.43769,1328,Rain,Dark,Wet,Pedestrian Collisions
43.685645,-79.52069,921,Clear,Daylight,Dry,Pedestrian Collisions
43.816145,-79.32459,720,Clear,Daylight,Dry,Angle
43.699345,-79.37279,1410,Rain,Dark,Wet,SMV Other
43.653345,-79.37519,1380,Clear,Daylight,Dry,Cyclist Collisions
43.760945,-79.28099,1388,Clear,Dark,Dry,Pedestrian Collisions
43.736645,-79.24809,1145,Clear,Daylight,Dry,Angle
43.685645,-79.52069,921,Clear,Daylight,Dry,Pedestrian Collisions
43.634345,-79.43769,1328,Rain,Dark,Wet,Pedestrian Collisions
43.680445,-79.39099,1280,Clear,Dark,Dry,Pedestrian Collisions
43.816145,-79.32459,720,Clear,Daylight,Dry,Angle
43.699645,-79.33769,866,Snow,Daylight,Loose Snow,Approaching
43.699345,-79.37279,1410,Rain,Dark,Wet,SMV Other
43.653345,-79.37519,1380,Clear,Daylight,Dry,Cyclist Collisions
43.733845,-79.28599,560,Clear,Daylight,Dry,Turning Movement
43.733845,-79.28599,560,Clear,Daylight,Dry,Turning Movement
43.733845,-79.28599,560,Clear,Daylight,Dry,Turning Movement
43.733845,-79.28599,560,Clear,Daylight,Dry,Turning Movement
43.654645,-79.43339,638,Clear,Daylight,Dry,Pedestrian Collisions
43.654645,-79.43339,638,Clear,Daylight,Dry,Pedestrian Collisions
43.628345,-79.50329,1200,Clear,Dark,Dry,SMV Unattended Vehicle
43.628345,-79.50329,1200,Clear,Dark,Dry,SMV Unattended Vehicle
